TransactionID,CustomerID,ProductID,Date,Quantity,Discount,Total_Amount,Name,Region,Signup_Date,Category,Price,Calculated_Revenue,Year,Month,Month_Name
10194,CUST-063,PROD-013,1/9/2023 1:00,6,0,1541.64,Customer_63,West,3/14/2021,Clothing,256.94,1541.64,2023,1,January
10195,CUST-095,PROD-001,1/9/2023 2:00,8,0.2,1076.93,Customer_95,Midwest,10/24/2021,Clothing,168.27,1076.928,2023,1,January
10196,CUST-027,PROD-016,1/9/2023 3:00,2,0.05,812.84,Customer_27,South,7/5/2020,Furniture,427.81,812.839,2023,1,January
10197,CUST-002,PROD-020,1/9/2023 4:00,6,0.2,659.42,Customer_2,South,1/12/2020,Electronics,137.38,659.424,2023,1,January
10198,CUST-075,PROD-006,1/9/2023 5:00,1,0.05,,Customer_75,North,6/6/2021,Electronics,114.66,108.927,2023,1,January
10199,CUST-056,PROD-004,1/9/2023 6:00,8,0.2,2147.39,Customer_56,East,1/24/2021,Office,335.53,2147.392,2023,1,January
10200,CUST-025,PROD-017,1/9/2023 7:00,9,0.2,188.93,Customer_25,East,6/21/2020,Electronics,26.24,188.928,2023,1,January
10201,CUST-033,PROD-020,1/9/2023 8:00,9,0.2,989.14,Customer_33,South,8/16/2020,Electronics,137.38,989.136,2023,1,January
10202,CUST-072,PROD-004,1/9/2023 9:00,9,0.2,2415.82,Customer_72,South,5/16/2021,Office,335.53,2415.816,2023,1,January
10203,CUST-026,PROD-007,1/9/2023 10:00,4,0,561.96,Customer_26,West,6/28/2020,Furniture,140.49,561.96,2023,1,January
10204,CUST-054,PROD-006,1/9/2023 11:00,1,0,114.66,Customer_54,North,1/10/2021,Electronics,114.66,114.66,2023,1,January
10205,CUST-099,PROD-001,1/9/2023 12:00,6,0.2,807.7,Customer_99,East,11/21/2021,Clothing,168.27,807.696,2023,1,January
10206,CUST-091,PROD-016,1/9/2023 13:00,8,0.2,2737.98,Customer_91,Midwest,9/26/2021,Furniture,427.81,2737.984,2023,1,January
10207,CUST-082,PROD-013,1/9/2023 14:00,8,0.1,1849.97,Customer_82,South,7/25/2021,Clothing,256.94,1849.968,2023,1,January
10208,CUST-019,PROD-016,1/9/2023 15:00,8,0.05,3251.36,Customer_19,South,5/10/2020,Furniture,427.81,3251.356,2023,1,January
10209,CUST-018,PROD-012,1/9/2023 16:00,4,0,1879.24,Customer_18,South,5/3/2020,Furniture,469.81,1879.24,2023,1,January
10210,CUST-035,PROD-001,1/9/2023 17:00,7,0.05,1119,Customer_35,North,8/30/2020,Clothing,168.27,1118.9955,2023,1,January
10211,CUST-034,PROD-006,1/9/2023 18:00,8,0.1,825.55,Customer_34,South,8/23/2020,Electronics,114.66,825.552,2023,1,January
10212,CUST-079,PROD-015,1/9/2023 19:00,9,0,2443.95,Customer_79,East,7/4/2021,Furniture,271.55,2443.95,2023,1,January
10213,CUST-060,PROD-017,1/6/2033 20:00,7,0.1,165.31,Customer_60,South,2/21/2021,Electronics,26.24,165.312,2033,1,January
10214,CUST-025,PROD-013,1/9/2023 21:00,2,0.05,,Customer_25,East,6/21/2020,Clothing,256.94,488.186,2023,1,January
10215,CUST-032,PROD-004,1/9/2023 22:00,9,0.1,2717.79,Customer_32,Midwest,8/9/2020,Office,335.53,2717.793,2023,1,January
10216,CUST-095,PROD-006,1/9/2023 23:00,7,0,802.62,Customer_95,Midwest,10/24/2021,Electronics,114.66,802.62,2023,1,January
10217,CUST-058,PROD-005,1/10/2023 0:00,4,0.2,798.34,Customer_58,East,2/7/2021,Clothing,249.48,798.336,2023,1,January
10218,CUST-091,PROD-017,1/10/2023 0:00,5,0.1,118.08,Customer_91,Midwest,9/26/2021,Electronics,26.24,118.08,2023,1,January
10219,CUST-085,PROD-020,1/10/2023 2:00,7,0,961.66,Customer_85,West,8/15/2021,Electronics,137.38,961.66,2023,1,January
10220,CUST-008,PROD-015,1/7/2033 3:00,2,0,543.1,Customer_8,South,2/23/2020,Furniture,271.55,543.1,2033,1,January
10221,CUST-086,PROD-009,1/10/2023 4:00,5,0.2,1332.68,Customer_86,Midwest,8/22/2021,Furniture,333.17,1332.68,2023,1,January
10222,CUST-035,PROD-017,1/10/2023 5:00,9,0.2,188.93,Customer_35,North,8/30/2020,Electronics,26.24,188.928,2023,1,January
10223,CUST-067,PROD-007,1/10/2023 6:00,6,0.05,800.79,Customer_67,Midwest,4/11/2021,Furniture,140.49,800.793,2023,1,January
10224,CUST-062,PROD-006,1/10/2023 7:00,1,0.05,108.93,Customer_62,Midwest,3/7/2021,Electronics,114.66,108.927,2023,1,January
10225,CUST-086,PROD-012,1/10/2023 8:00,3,0.1,1268.49,Customer_86,Midwest,8/22/2021,Furniture,469.81,1268.487,2023,1,January
10226,CUST-068,PROD-009,1/10/2023 9:00,6,0.2,1599.22,Customer_68,North,4/18/2021,Furniture,333.17,1599.216,2023,1,January
10227,CUST-059,PROD-009,1/10/2023 10:00,5,0,1665.85,Customer_59,South,2/14/2021,Furniture,333.17,1665.85,2023,1,January
10228,CUST-090,PROD-004,1/10/2023 11:00,2,0.05,637.51,Customer_90,Midwest,9/19/2021,Office,335.53,637.507,2023,1,January
10229,CUST-059,PROD-018,1/10/2023 12:00,5,0.2,1561.52,Customer_59,South,2/14/2021,Furniture,390.38,1561.52,2023,1,January
10230,CUST-066,PROD-012,1/10/2023 13:00,9,0.1,3805.46,Customer_66,East,4/4/2021,Furniture,469.81,3805.461,2023,1,January
10231,CUST-062,PROD-006,1/10/2023 14:00,2,0.05,217.85,Customer_62,Midwest,3/7/2021,Electronics,114.66,217.854,2023,1,January
10232,CUST-030,PROD-020,1/10/2023 15:00,4,0,549.52,Customer_30,West,7/26/2020,Electronics,137.38,549.52,2023,1,January
10233,CUST-007,PROD-012,1/10/2023 16:00,5,0.05,2231.6,Customer_7,North,2/16/2020,Furniture,469.81,2231.5975,2023,1,January
10234,CUST-084,PROD-019,1/10/2023 17:00,3,0,581.01,Customer_84,East,8/8/2021,Electronics,193.67,581.01,2023,1,January
10235,CUST-999,PROD-016,1/10/2023 18:00,8,0.2,2737.98,,,,Furniture,427.81,2737.984,2023,1,January
10236,CUST-999,PROD-020,1/10/2023 19:00,7,0.05,913.58,,,,Electronics,137.38,913.577,2023,1,January
10237,CUST-070,PROD-011,1/10/2023 20:00,9,0.05,2392.38,Customer_70,East,5/2/2021,Clothing,279.81,2392.3755,2023,1,January
10238,CUST-043,PROD-011,1/10/2023 21:00,8,0.1,2014.63,Customer_43,Midwest,10/25/2020,Clothing,279.81,2014.632,2023,1,January
10239,CUST-071,PROD-016,1/10/2023 22:00,7,0.2,,Customer_71,Midwest,5/9/2021,Furniture,427.81,2395.736,2023,1,January
10240,CUST-022,PROD-005,1/10/2023 23:00,2,0.2,399.17,Customer_22,North,5/31/2020,Clothing,249.48,399.168,2023,1,January
10241,CUST-057,PROD-016,1/11/2023 0:00,8,0,3422.48,Customer_57,Midwest,1/31/2021,Furniture,427.81,3422.48,2023,1,January
10242,CUST-023,PROD-013,1/11/2023 1:00,4,0.1,924.98,Customer_23,South,6/7/2020,Clothing,256.94,924.984,2023,1,January
10243,CUST-076,PROD-010,1/11/2023 2:00,6,0.1,314.33,Customer_76,East,6/13/2021,Clothing,58.21,314.334,2023,1,January
10244,CUST-067,PROD-002,1/11/2023 3:00,4,0.05,1499.94,Customer_67,Midwest,4/11/2021,Clothing,394.72,1499.936,2023,1,January
10245,CUST-070,PROD-019,1/11/2023 4:00,6,0.05,,Customer_70,East,5/2/2021,Electronics,193.67,1103.919,2023,1,January
10246,CUST-025,PROD-001,1/11/2023 5:00,7,0.1,1060.1,Customer_25,East,6/21/2020,Clothing,168.27,1060.101,2023,1,January
10247,CUST-033,PROD-010,1/11/2023 6:00,5,0,291.05,Customer_33,South,8/16/2020,Clothing,58.21,291.05,2023,1,January
10248,CUST-090,PROD-019,1/11/2023 7:00,1,0.05,183.99,Customer_90,Midwest,9/19/2021,Electronics,193.67,183.9865,2023,1,January
10249,CUST-007,PROD-015,1/11/2023 8:00,6,0.2,1303.44,Customer_7,North,2/16/2020,Furniture,271.55,1303.44,2023,1,January
10250,CUST-028,PROD-007,1/11/2023 9:00,2,0.2,224.78,Customer_28,East,7/12/2020,Furniture,140.49,224.784,2023,1,January
10251,CUST-032,PROD-008,1/11/2023 10:00,2,0.05,357.77,Customer_32,Midwest,8/9/2020,Electronics,188.3,357.77,2023,1,January
10252,CUST-031,PROD-010,1/11/2023 11:00,8,0.1,419.11,Customer_31,East,8/2/2020,Clothing,58.21,419.112,2023,1,January
10253,CUST-018,PROD-004,1/11/2023 12:00,1,0.1,301.98,Customer_18,South,5/3/2020,Office,335.53,301.977,2023,1,January
10254,CUST-010,PROD-002,1/11/2023 13:00,2,0.05,749.97,Customer_10,East,3/8/2020,Clothing,394.72,749.968,2023,1,January
10255,CUST-034,PROD-019,1/11/2023 14:00,1,0,193.67,Customer_34,South,8/23/2020,Electronics,193.67,193.67,2023,1,January
10256,CUST-038,PROD-017,1/11/2023 15:00,9,0,236.16,Customer_38,East,9/20/2020,Electronics,26.24,236.16,2023,1,January
10257,CUST-100,PROD-006,1/11/2023 16:00,9,0.05,980.34,Customer_100,East,11/28/2021,Electronics,114.66,980.343,2023,1,January
10258,CUST-011,PROD-020,1/11/2023 17:00,0,0,0,Customer_11,West,3/15/2020,Electronics,137.38,0,2023,1,January
10259,CUST-099,PROD-005,1/11/2023 18:00,3,0.05,711.02,Customer_99,East,11/21/2021,Clothing,249.48,711.018,2023,1,January
10260,CUST-090,PROD-011,1/11/2023 19:00,1,0.05,265.82,Customer_90,Midwest,9/19/2021,Clothing,279.81,265.8195,2023,1,January
10261,CUST-005,PROD-016,1/11/2023 20:00,4,0.1,1540.12,Customer_5,West,2/2/2020,Furniture,427.81,1540.116,2023,1,January
10262,CUST-062,PROD-009,1/11/2023 21:00,9,0,2998.53,Customer_62,Midwest,3/7/2021,Furniture,333.17,2998.53,2023,1,January
10263,CUST-043,PROD-010,1/11/2023 22:00,4,0,232.84,Customer_43,Midwest,10/25/2020,Clothing,58.21,232.84,2023,1,January
10264,CUST-013,PROD-015,1/11/2023 23:00,8,0.1,1955.16,Customer_13,South,3/29/2020,Furniture,271.55,1955.16,2023,1,January
10265,CUST-003,PROD-017,1/12/2023 0:00,1,0,26.24,Customer_3,East,1/19/2020,Electronics,26.24,26.24,2023,1,January
10266,CUST-072,PROD-006,1/12/2023 1:00,6,0,687.96,Customer_72,South,5/16/2021,Electronics,114.66,687.96,2023,1,January
10267,CUST-091,PROD-017,1/12/2023 2:00,5,0.2,104.96,Customer_91,Midwest,9/26/2021,Electronics,26.24,104.96,2023,1,January
10268,CUST-063,PROD-001,1/12/2023 3:00,3,0.1,454.33,Customer_63,West,3/14/2021,Clothing,168.27,454.329,2023,1,January
10269,CUST-030,PROD-010,1/12/2023 4:00,7,0,407.47,Customer_30,West,7/26/2020,Clothing,58.21,407.47,2023,1,January
10270,CUST-003,PROD-001,1/12/2023 5:00,2,0.05,319.71,Customer_3,East,1/19/2020,Clothing,168.27,319.713,2023,1,January
10271,CUST-050,PROD-012,1/12/2023 6:00,2,0.2,751.7,Customer_50,East,12/13/2020,Furniture,469.81,751.696,2023,1,January
10272,CUST-033,PROD-010,1/12/2023 7:00,5,0,291.05,Customer_33,South,8/16/2020,Clothing,58.21,291.05,2023,1,January
10273,CUST-054,PROD-003,1/12/2023 8:00,7,0,1115.52,Customer_54,North,1/10/2021,Office,159.36,1115.52,2023,1,January
10274,CUST-999,PROD-019,1/12/2023 9:00,2,0.05,367.97,,,,Electronics,193.67,367.973,2023,1,January
10275,CUST-084,PROD-002,1/12/2023 10:00,5,0.1,1776.24,Customer_84,East,8/8/2021,Clothing,394.72,1776.24,2023,1,January
10276,CUST-091,PROD-004,1/12/2023 11:00,1,0,335.53,Customer_91,Midwest,9/26/2021,Office,335.53,335.53,2023,1,January
10277,CUST-999,PROD-013,1/12/2023 11:00,2,0,513.88,,,,Clothing,256.94,513.88,2023,1,January
10278,CUST-012,PROD-018,1/12/2023 13:00,9,0.2,,Customer_12,East,3/22/2020,Furniture,390.38,2810.736,2023,1,January
10279,CUST-068,PROD-004,1/12/2023 14:00,9,0.2,2415.82,Customer_68,North,4/18/2021,Office,335.53,2415.816,2023,1,January
10280,CUST-071,PROD-011,1/12/2023 15:00,3,0.1,755.49,Customer_71,Midwest,5/9/2021,Clothing,279.81,755.487,2023,1,January
10281,CUST-008,PROD-014,1/12/2023 16:00,9,0.2,1365.77,Customer_8,South,2/23/2020,Office,189.69,1365.768,2023,1,January
10282,CUST-100,PROD-005,1/12/2023 17:00,9,0.2,1796.26,Customer_100,East,11/28/2021,Clothing,249.48,1796.256,2023,1,January
10283,CUST-095,PROD-013,1/12/2023 18:00,1,0.1,231.25,Customer_95,Midwest,10/24/2021,Clothing,256.94,231.246,2023,1,January
10284,CUST-033,PROD-017,1/12/2023 19:00,4,0.05,99.71,Customer_33,South,8/16/2020,Electronics,26.24,99.712,2023,1,January
10285,CUST-048,PROD-008,1/12/2023 20:00,1,0,188.3,Customer_48,Midwest,11/29/2020,Electronics,188.3,188.3,2023,1,January
10286,CUST-042,PROD-015,1/12/2023 21:00,7,0.05,1805.81,Customer_42,North,10/18/2020,Furniture,271.55,1805.8075,2023,1,January
10287,CUST-046,PROD-013,1/12/2023 22:00,5,0.2,1027.76,Customer_46,North,11/15/2020,Clothing,256.94,1027.76,2023,1,January
10288,CUST-075,PROD-020,1/12/2023 23:00,1,0.1,123.64,Customer_75,North,6/6/2021,Electronics,137.38,123.642,2023,1,January
10289,CUST-067,PROD-008,1/13/2023 0:00,4,0.1,677.88,Customer_67,Midwest,4/11/2021,Electronics,188.3,677.88,2023,1,January
10290,CUST-080,PROD-010,1/13/2023 1:00,2,0,116.42,Customer_80,North,7/11/2021,Clothing,58.21,116.42,2023,1,January
10291,CUST-063,PROD-004,1/13/2023 2:00,1,0,335.53,Customer_63,West,3/14/2021,Office,335.53,335.53,2023,1,January
10292,CUST-026,PROD-016,1/13/2023 3:00,7,0.1,,Customer_26,West,6/28/2020,Furniture,427.81,2695.203,2023,1,January
10293,CUST-074,PROD-001,1/13/2023 4:00,5,0.2,673.08,Customer_74,South,5/30/2021,Clothing,168.27,673.08,2023,1,January
10294,CUST-084,PROD-015,1/13/2023 5:00,-3,0.05,-773.92,Customer_84,East,8/8/2021,Furniture,271.55,-773.9175,2023,1,January
10295,CUST-095,PROD-003,1/13/2023 6:00,6,0.05,908.35,Customer_95,Midwest,10/24/2021,Office,159.36,908.352,2023,1,January
10296,CUST-026,PROD-011,1/13/2023 7:00,6,0.05,1594.92,Customer_26,West,6/28/2020,Clothing,279.81,1594.917,2023,1,January
10297,CUST-084,PROD-001,1/13/2023 8:00,2,0.2,269.23,Customer_84,East,8/8/2021,Clothing,168.27,269.232,2023,1,January
10298,CUST-071,PROD-014,1/13/2023 9:00,2,0,379.38,Customer_71,Midwest,5/9/2021,Office,189.69,379.38,2023,1,January
10299,CUST-045,PROD-020,1/13/2023 10:00,1,0.05,130.51,Customer_45,East,11/8/2020,Electronics,137.38,130.511,2023,1,January
10300,CUST-031,PROD-016,1/13/2023 11:00,6,0.2,2053.49,Customer_31,East,8/2/2020,Furniture,427.81,2053.488,2023,1,January
10301,CUST-074,PROD-010,1/13/2023 12:00,8,0.2,372.54,Customer_74,South,5/30/2021,Clothing,58.21,372.544,2023,1,January
10302,CUST-015,PROD-001,1/13/2023 13:00,8,0.2,1076.93,Customer_15,East,4/12/2020,Clothing,168.27,1076.928,2023,1,January
10303,CUST-011,PROD-012,1/13/2023 14:00,1,0.2,375.85,Customer_11,West,3/15/2020,Furniture,469.81,375.848,2023,1,January
10304,CUST-063,PROD-011,1/13/2023 15:00,4,0,1119.24,Customer_63,West,3/14/2021,Clothing,279.81,1119.24,2023,1,January
10305,CUST-034,PROD-015,1/13/2023 16:00,1,0,271.55,Customer_34,South,8/23/2020,Furniture,271.55,271.55,2023,1,January
10306,CUST-083,PROD-020,1/13/2023 17:00,5,0.05,652.55,Customer_83,East,8/1/2021,Electronics,137.38,652.555,2023,1,January
10307,CUST-087,PROD-015,1/13/2023 18:00,9,0.1,2199.56,Customer_87,North,8/29/2021,Furniture,271.55,2199.555,2023,1,January
10308,CUST-012,PROD-017,1/13/2023 19:00,4,0.2,83.97,Customer_12,East,3/22/2020,Electronics,26.24,83.968,2023,1,January
10309,CUST-016,PROD-019,1/13/2023 20:00,6,0.2,,Customer_16,South,4/19/2020,Electronics,193.67,929.616,2023,1,January
10310,CUST-084,PROD-015,1/13/2023 21:00,2,0.05,515.95,Customer_84,East,8/8/2021,Furniture,271.55,515.945,2023,1,January
10311,CUST-003,PROD-010,1/13/2023 22:00,8,0.2,372.54,Customer_3,East,1/19/2020,Clothing,58.21,372.544,2023,1,January
10312,CUST-098,PROD-019,1/13/2023 23:00,2,0.2,309.87,Customer_98,Midwest,11/14/2021,Electronics,193.67,309.872,2023,1,January
10313,CUST-057,PROD-007,1/14/2023 0:00,5,0.2,,Customer_57,Midwest,1/31/2021,Furniture,140.49,561.96,2023,1,January
10314,CUST-054,PROD-004,1/14/2023 1:00,4,0,1342.12,Customer_54,North,1/10/2021,Office,335.53,1342.12,2023,1,January
10315,CUST-062,PROD-012,1/14/2023 2:00,3,0.1,1268.49,Customer_62,Midwest,3/7/2021,Furniture,469.81,1268.487,2023,1,January
10316,CUST-074,PROD-006,1/14/2023 3:00,4,0.1,412.78,Customer_74,South,5/30/2021,Electronics,114.66,412.776,2023,1,January
10317,CUST-010,PROD-019,1/14/2023 4:00,9,0,1743.03,Customer_10,East,3/8/2020,Electronics,193.67,1743.03,2023,1,January
10318,CUST-031,PROD-014,1/14/2023 5:00,2,0,379.38,Customer_31,East,8/2/2020,Office,189.69,379.38,2023,1,January
10319,CUST-025,PROD-004,1/14/2023 6:00,3,0.05,956.26,Customer_25,East,6/21/2020,Office,335.53,956.2605,2023,1,January
10320,CUST-060,PROD-007,1/14/2023 7:00,9,0.1,1137.97,Customer_60,South,2/21/2021,Furniture,140.49,1137.969,2023,1,January
10321,CUST-019,PROD-007,1/14/2023 8:00,7,0.1,885.09,Customer_19,South,5/10/2020,Furniture,140.49,885.087,2023,1,January
10322,CUST-087,PROD-011,1/14/2023 9:00,9,0.05,2392.38,Customer_87,North,8/29/2021,Clothing,279.81,2392.3755,2023,1,January
10323,CUST-100,PROD-018,1/14/2023 10:00,3,0,1171.14,Customer_100,East,11/28/2021,Furniture,390.38,1171.14,2023,1,January
10324,CUST-093,PROD-017,1/14/2023 11:00,6,0,157.44,Customer_93,North,10/10/2021,Electronics,26.24,157.44,2023,1,January
10325,CUST-055,PROD-009,1/14/2023 12:00,6,0.1,1799.12,Customer_55,West,1/17/2021,Furniture,333.17,1799.118,2023,1,January
10326,CUST-057,PROD-013,1/14/2023 13:00,9,0,,Customer_57,Midwest,1/31/2021,Clothing,256.94,2312.46,2023,1,January
10327,CUST-030,PROD-018,1/14/2023 14:00,1,0.2,312.3,Customer_30,West,7/26/2020,Furniture,390.38,312.304,2023,1,January
10328,CUST-021,PROD-014,1/14/2023 15:00,7,0.1,1195.05,Customer_21,West,5/24/2020,Office,189.69,1195.047,2023,1,January
10329,CUST-083,PROD-017,1/14/2023 16:00,5,0.1,118.08,Customer_83,East,8/1/2021,Electronics,26.24,118.08,2023,1,January
10330,CUST-047,PROD-005,1/14/2023 17:00,4,0,997.92,Customer_47,North,11/22/2020,Clothing,249.48,997.92,2023,1,January
10331,CUST-056,PROD-001,1/14/2023 18:00,2,0.1,302.89,Customer_56,East,1/24/2021,Clothing,168.27,302.886,2023,1,January
10332,CUST-056,PROD-002,1/14/2023 19:00,5,0.05,1874.92,Customer_56,East,1/24/2021,Clothing,394.72,1874.92,2023,1,January
10333,CUST-096,PROD-020,1/14/2023 20:00,8,0.2,879.23,Customer_96,West,10/31/2021,Electronics,137.38,879.232,2023,1,January
10334,CUST-056,PROD-013,1/14/2023 21:00,8,0.05,1952.74,Customer_56,East,1/24/2021,Clothing,256.94,1952.744,2023,1,January
10335,CUST-077,PROD-007,1/14/2023 22:00,6,0,842.94,Customer_77,East,6/20/2021,Furniture,140.49,842.94,2023,1,January
10336,CUST-010,PROD-007,1/14/2023 23:00,9,0,1264.41,Customer_10,East,3/8/2020,Furniture,140.49,1264.41,2023,1,January
10337,CUST-078,PROD-018,1/15/2023 0:00,5,0.1,1756.71,Customer_78,North,6/27/2021,Furniture,390.38,1756.71,2023,1,January
10338,CUST-069,PROD-020,1/15/2023 1:00,9,0.05,1174.6,Customer_69,South,4/25/2021,Electronics,137.38,1174.599,2023,1,January
10339,CUST-058,PROD-019,1/15/2023 2:00,7,0.1,1220.12,Customer_58,East,2/7/2021,Electronics,193.67,1220.121,2023,1,January
10340,CUST-072,PROD-003,1/15/2023 3:00,9,0.05,1362.53,Customer_72,South,5/16/2021,Office,159.36,1362.528,2023,1,January
10341,CUST-075,PROD-012,1/15/2023 4:00,2,0,939.62,Customer_75,North,6/6/2021,Furniture,469.81,939.62,2023,1,January
10342,CUST-064,PROD-013,1/15/2023 5:00,4,0.05,976.37,Customer_64,North,3/21/2021,Clothing,256.94,976.372,2023,1,January
10343,CUST-089,PROD-020,1/15/2023 6:00,2,0.1,,Customer_89,Midwest,9/12/2021,Electronics,137.38,247.284,2023,1,January
10344,CUST-096,PROD-010,1/15/2023 7:00,7,0.1,366.72,Customer_96,West,10/31/2021,Clothing,58.21,366.723,2023,1,January
10345,CUST-092,PROD-003,1/15/2023 8:00,1,0.05,151.39,Customer_92,West,10/3/2021,Office,159.36,151.392,2023,1,January
10346,CUST-100,PROD-017,1/12/2033 9:00,6,0.05,149.57,Customer_100,East,11/28/2021,Electronics,26.24,149.568,2033,1,January
10347,CUST-033,PROD-012,1/15/2023 10:00,4,0,1879.24,Customer_33,South,8/16/2020,Furniture,469.81,1879.24,2023,1,January
10348,CUST-022,PROD-018,1/15/2023 11:00,7,0.1,2459.39,Customer_22,North,5/31/2020,Furniture,390.38,2459.394,2023,1,January
10349,CUST-066,PROD-010,1/15/2023 12:00,1,0.2,46.57,Customer_66,East,4/4/2021,Clothing,58.21,46.568,2023,1,January
10350,CUST-010,PROD-019,1/15/2023 13:00,1,0,193.67,Customer_10,East,3/8/2020,Electronics,193.67,193.67,2023,1,January
10351,CUST-013,PROD-011,1/15/2023 14:00,1,0.2,223.85,Customer_13,South,3/29/2020,Clothing,279.81,223.848,2023,1,January
10352,CUST-012,PROD-002,1/15/2023 15:00,8,0.2,2526.21,Customer_12,East,3/22/2020,Clothing,394.72,2526.208,2023,1,January
10353,CUST-019,PROD-005,1/15/2023 16:00,4,0.2,798.34,Customer_19,South,5/10/2020,Clothing,249.48,798.336,2023,1,January
10354,CUST-075,PROD-005,1/15/2023 17:00,4,0,997.92,Customer_75,North,6/6/2021,Clothing,249.48,997.92,2023,1,January
10355,CUST-009,PROD-020,1/15/2023 18:00,3,0.05,391.53,Customer_9,West,3/1/2020,Electronics,137.38,391.533,2023,1,January
10356,CUST-049,PROD-008,1/15/2023 19:00,4,0.05,715.54,Customer_49,West,12/6/2020,Electronics,188.3,715.54,2023,1,January
10357,CUST-028,PROD-017,1/15/2023 20:00,6,0.05,149.57,Customer_28,East,7/12/2020,Electronics,26.24,149.568,2023,1,January
10358,CUST-098,PROD-016,1/15/2023 21:00,1,0.1,385.03,Customer_98,Midwest,11/14/2021,Furniture,427.81,385.029,2023,1,January
10359,CUST-011,PROD-017,1/15/2023 22:00,6,0,157.44,Customer_11,West,3/15/2020,Electronics,26.24,157.44,2023,1,January
10360,CUST-067,PROD-020,1/15/2023 23:00,4,0.2,439.62,Customer_67,Midwest,4/11/2021,Electronics,137.38,439.616,2023,1,January
10361,CUST-054,PROD-010,1/16/2023 0:00,7,0.05,387.1,Customer_54,North,1/10/2021,Clothing,58.21,387.0965,2023,1,January
10362,CUST-096,PROD-006,1/16/2023 1:00,7,0,802.62,Customer_96,West,10/31/2021,Electronics,114.66,802.62,2023,1,January
10363,CUST-051,PROD-011,1/16/2023 2:00,8,0.2,1790.78,Customer_51,Midwest,12/20/2020,Clothing,279.81,1790.784,2023,1,January
10364,CUST-053,PROD-003,1/16/2023 3:00,1,0.05,151.39,Customer_53,North,1/3/2021,Office,159.36,151.392,2023,1,January
10365,CUST-043,PROD-004,1/16/2023 4:00,4,0.1,1207.91,Customer_43,Midwest,10/25/2020,Office,335.53,1207.908,2023,1,January
10366,CUST-027,PROD-017,1/16/2023 5:00,4,0,104.96,Customer_27,South,7/5/2020,Electronics,26.24,104.96,2023,1,January
10367,CUST-050,PROD-015,1/16/2023 6:00,6,0.1,1466.37,Customer_50,East,12/13/2020,Furniture,271.55,1466.37,2023,1,January
10368,CUST-061,PROD-019,1/16/2023 7:00,4,0.1,697.21,Customer_61,East,2/28/2021,Electronics,193.67,697.212,2023,1,January
10369,CUST-069,PROD-013,1/16/2023 8:00,7,0.05,1708.65,Customer_69,South,4/25/2021,Clothing,256.94,1708.651,2023,1,January
10370,CUST-008,PROD-016,1/16/2023 9:00,6,0.2,,Customer_8,South,2/23/2020,Furniture,427.81,2053.488,2023,1,January
10371,CUST-072,PROD-007,1/16/2023 10:00,3,0.1,379.32,Customer_72,South,5/16/2021,Furniture,140.49,379.323,2023,1,January
10372,CUST-039,PROD-012,1/16/2023 11:00,7,0.1,2959.8,Customer_39,South,9/27/2020,Furniture,469.81,2959.803,2023,1,January
10373,CUST-074,PROD-006,1/16/2023 12:00,7,0.05,762.49,Customer_74,South,5/30/2021,Electronics,114.66,762.489,2023,1,January
10374,CUST-052,PROD-010,1/16/2023 13:00,9,0.05,497.7,Customer_52,North,12/27/2020,Clothing,58.21,497.6955,2023,1,January
10375,CUST-091,PROD-006,1/16/2023 14:00,1,0.1,103.19,Customer_91,Midwest,9/26/2021,Electronics,114.66,103.194,2023,1,January
10376,CUST-070,PROD-005,1/16/2023 15:00,4,0.2,798.34,Customer_70,East,5/2/2021,Clothing,249.48,798.336,2023,1,January
10377,CUST-017,PROD-012,1/16/2023 16:00,7,0.1,2959.8,Customer_17,East,4/26/2020,Furniture,469.81,2959.803,2023,1,January
10378,CUST-097,PROD-014,1/16/2023 17:00,3,0.2,455.26,Customer_97,North,11/7/2021,Office,189.69,455.256,2023,1,January
10379,CUST-047,PROD-004,1/16/2023 18:00,5,0.05,1593.77,Customer_47,North,11/22/2020,Office,335.53,1593.7675,2023,1,January
10380,CUST-060,PROD-008,1/16/2023 19:00,-3,0.05,-536.66,Customer_60,South,2/21/2021,Electronics,188.3,-536.655,2023,1,January
10381,CUST-083,PROD-010,1/16/2023 20:00,2,0.1,104.78,Customer_83,East,8/1/2021,Clothing,58.21,104.778,2023,1,January
10382,CUST-025,PROD-013,1/16/2023 21:00,-7,0.1,-1618.72,Customer_25,East,6/21/2020,Clothing,256.94,-1618.722,2023,1,January
10383,CUST-077,PROD-006,1/16/2023 22:00,6,0.05,,Customer_77,East,6/20/2021,Electronics,114.66,653.562,2023,1,January
10384,CUST-071,PROD-005,1/16/2023 23:00,9,0.1,,Customer_71,Midwest,5/9/2021,Clothing,249.48,2020.788,2023,1,January
10385,CUST-999,PROD-008,1/17/2023 0:00,8,0.2,1205.12,,,,Electronics,188.3,1205.12,2023,1,January
10386,CUST-072,PROD-018,1/17/2023 1:00,8,0,3123.04,Customer_72,South,5/16/2021,Furniture,390.38,3123.04,2023,1,January
10387,CUST-078,PROD-009,1/17/2023 2:00,8,0.05,2532.09,Customer_78,North,6/27/2021,Furniture,333.17,2532.092,2023,1,January
10388,CUST-069,PROD-014,1/17/2023 3:00,2,0.2,303.5,Customer_69,South,4/25/2021,Office,189.69,303.504,2023,1,January
