TransactionID,CustomerID,ProductID,Date,Quantity,Discount,Total_Amount,Name,Region,Signup_Date,Category,Price
10223,CUST-067,PROD-007,2023-01-10 06:00:00,6,0.05,800.79,Customer_67,Midwest,2021-04-11,Furniture,140.49
10224,CUST-062,PROD-006,2023-01-10 07:00:00,1,0.05,108.93,Customer_62,Midwest,2021-03-07,Electronics,114.66
10225,CUST-086,PROD-012,2023-01-10 08:00:00,3,0.1,1268.49,Customer_86,Midwest,2021-08-22,Furniture,469.81
10226,CUST-068,PROD-009,2023-01-10 09:00:00,6,0.2,1599.22,Customer_68,North,2021-04-18,Furniture,333.17
10227,CUST-059,PROD-009,2023-01-10 10:00:00,5,0.0,1665.85,Customer_59,South,2021-02-14,Furniture,333.17
10228,CUST-090,PROD-004,2023-01-10 11:00:00,2,0.05,637.51,Customer_90,Midwest,2021-09-19,Office,335.53
10229,CUST-059,PROD-018,2023-01-10 12:00:00,5,0.2,1561.52,Customer_59,South,2021-02-14,Furniture,390.38
10230,CUST-066,PROD-012,2023-01-10 13:00:00,9,0.1,3805.46,Customer_66,East,2021-04-04,Furniture,469.81
10231,CUST-062,PROD-006,2023-01-10 14:00:00,2,0.05,217.85,Customer_62,Midwest,2021-03-07,Electronics,114.66
10232,CUST-030,PROD-020,2023-01-10 15:00:00,4,0.0,549.52,Customer_30,West,2020-07-26,Electronics,137.38
10233,CUST-007,PROD-012,2023-01-10 16:00:00,5,0.05,2231.6,Customer_7,North,2020-02-16,Furniture,469.81
10234,CUST-084,PROD-019,2023-01-10 17:00:00,3,0.0,581.01,Customer_84,East,2021-08-08,Electronics,193.67
10235,CUST-999,PROD-016,2023-01-10 18:00:00,8,0.2,2737.98,,,,Furniture,427.81
10236,CUST-999,PROD-020,2023-01-10 19:00:00,7,0.05,913.58,,,,Electronics,137.38
10237,CUST-070,PROD-011,2023-01-10 20:00:00,9,0.05,2392.38,Customer_70,East,2021-05-02,Clothing,279.81
10238,CUST-043,PROD-011,2023-01-10 21:00:00,8,0.1,2014.63,Customer_43,Midwest,2020-10-25,Clothing,279.81
10239,CUST-071,PROD-016,2023-01-10 22:00:00,7,0.2,,Customer_71,Midwest,2021-05-09,Furniture,427.81
10240,CUST-022,PROD-005,2023-01-10 23:00:00,2,0.2,399.17,Customer_22,North,2020-05-31,Clothing,249.48
10241,CUST-057,PROD-016,2023-01-11 00:00:00,8,0.0,3422.48,Customer_57,Midwest,2021-01-31,Furniture,427.81
10242,CUST-023,PROD-013,2023-01-11 01:00:00,4,0.1,924.98,Customer_23,South,2020-06-07,Clothing,256.94
10243,CUST-076,PROD-010,2023-01-11 02:00:00,6,0.1,314.33,Customer_76,East,2021-06-13,Clothing,58.21
10244,CUST-067,PROD-002,2023-01-11 03:00:00,4,0.05,1499.94,Customer_67,Midwest,2021-04-11,Clothing,394.72
10245,CUST-070,PROD-019,2023-01-11 04:00:00,6,0.05,,Customer_70,East,2021-05-02,Electronics,193.67
10246,CUST-025,PROD-001,2023-01-11 05:00:00,7,0.1,1060.1,Customer_25,East,2020-06-21,Clothing,168.27
10247,CUST-033,PROD-010,2023-01-11 06:00:00,5,0.0,291.05,Customer_33,South,2020-08-16,Clothing,58.21
10248,CUST-090,PROD-019,2023-01-11 07:00:00,1,0.05,183.99,Customer_90,Midwest,2021-09-19,Electronics,193.67
10249,CUST-007,PROD-015,2023-01-11 08:00:00,6,0.2,1303.44,Customer_7,North,2020-02-16,Furniture,271.55
10250,CUST-028,PROD-007,2023-01-11 09:00:00,2,0.2,224.78,Customer_28,East,2020-07-12,Furniture,140.49
10251,CUST-032,PROD-008,2023-01-11 10:00:00,2,0.05,357.77,Customer_32,Midwest,2020-08-09,Electronics,188.3
10252,CUST-031,PROD-010,2023-01-11 11:00:00,8,0.1,419.11,Customer_31,East,2020-08-02,Clothing,58.21
10253,CUST-018,PROD-004,2023-01-11 12:00:00,1,0.1,301.98,Customer_18,South,2020-05-03,Office,335.53
10254,CUST-010,PROD-002,2023-01-11 13:00:00,2,0.05,749.97,Customer_10,East,2020-03-08,Clothing,394.72
10255,CUST-034,PROD-019,2023-01-11 14:00:00,1,0.0,193.67,Customer_34,South,2020-08-23,Electronics,193.67
10256,CUST-038,PROD-017,2023-01-11 15:00:00,9,0.0,236.16,Customer_38,East,2020-09-20,Electronics,26.24
10257,CUST-100,PROD-006,2023-01-11 16:00:00,9,0.05,980.34,Customer_100,East,2021-11-28,Electronics,114.66
10258,CUST-011,PROD-020,2023-01-11 17:00:00,0,0.0,0.0,Customer_11,West,2020-03-15,Electronics,137.38
10259,CUST-099,PROD-005,2023-01-11 18:00:00,3,0.05,711.02,Customer_99,East,2021-11-21,Clothing,249.48
10260,CUST-090,PROD-011,2023-01-11 19:00:00,1,0.05,265.82,Customer_90,Midwest,2021-09-19,Clothing,279.81
10261,CUST-005,PROD-016,2023-01-11 20:00:00,4,0.1,1540.12,Customer_5,West,2020-02-02,Furniture,427.81
10262,CUST-062,PROD-009,2023-01-11 21:00:00,9,0.0,2998.53,Customer_62,Midwest,2021-03-07,Furniture,333.17
10263,CUST-043,PROD-010,2023-01-11 22:00:00,4,0.0,232.84,Customer_43,Midwest,2020-10-25,Clothing,58.21
10264,CUST-013,PROD-015,2023-01-11 23:00:00,8,0.1,1955.16,Customer_13,South,2020-03-29,Furniture,271.55
10265,CUST-003,PROD-017,2023-01-12 00:00:00,1,0.0,26.24,Customer_3,East,2020-01-19,Electronics,26.24
10266,CUST-072,PROD-006,2023-01-12 01:00:00,6,0.0,687.96,Customer_72,South,2021-05-16,Electronics,114.66
10267,CUST-091,PROD-017,2023-01-12 02:00:00,5,0.2,104.96,Customer_91,Midwest,2021-09-26,Electronics,26.24
10268,CUST-063,PROD-001,2023-01-12 03:00:00,3,0.1,454.33,Customer_63,West,2021-03-14,Clothing,168.27
10269,CUST-030,PROD-010,2023-01-12 04:00:00,7,0.0,407.47,Customer_30,West,2020-07-26,Clothing,58.21
10270,CUST-003,PROD-001,2023-01-12 05:00:00,2,0.05,319.71,Customer_3,East,2020-01-19,Clothing,168.27
10271,CUST-050,PROD-012,2023-01-12 06:00:00,2,0.2,751.7,Customer_50,East,2020-12-13,Furniture,469.81
10272,CUST-033,PROD-010,2023-01-12 07:00:00,5,0.0,291.05,Customer_33,South,2020-08-16,Clothing,58.21
10273,CUST-054,PROD-003,2023-01-12 08:00:00,7,0.0,1115.52,Customer_54,North,2021-01-10,Office,159.36
10274,CUST-999,PROD-019,2023-01-12 09:00:00,2,0.05,367.97,,,,Electronics,193.67
10275,CUST-084,PROD-002,2023-01-12 10:00:00,5,0.1,1776.24,Customer_84,East,2021-08-08,Clothing,394.72
10276,CUST-091,PROD-004,2023-01-12 11:00:00,1,0.0,335.53,Customer_91,Midwest,2021-09-26,Office,335.53
10277,CUST-999,PROD-013,2023-01-12 11:00:00,2,0.0,513.88,,,,Clothing,256.94
10278,CUST-012,PROD-018,2023-01-12 13:00:00,9,0.2,,Customer_12,East,2020-03-22,Furniture,390.38
10279,CUST-068,PROD-004,2023-01-12 14:00:00,9,0.2,2415.82,Customer_68,North,2021-04-18,Office,335.53
10280,CUST-071,PROD-011,2023-01-12 15:00:00,3,0.1,755.49,Customer_71,Midwest,2021-05-09,Clothing,279.81
10281,CUST-008,PROD-014,2023-01-12 16:00:00,9,0.2,1365.77,Customer_8,South,2020-02-23,Office,189.69
10282,CUST-100,PROD-005,2023-01-12 17:00:00,9,0.2,1796.26,Customer_100,East,2021-11-28,Clothing,249.48
10283,CUST-095,PROD-013,2023-01-12 18:00:00,1,0.1,231.25,Customer_95,Midwest,2021-10-24,Clothing,256.94
10284,CUST-033,PROD-017,2023-01-12 19:00:00,4,0.05,99.71,Customer_33,South,2020-08-16,Electronics,26.24
10285,CUST-048,PROD-008,2023-01-12 20:00:00,1,0.0,188.3,Customer_48,Midwest,2020-11-29,Electronics,188.3
10286,CUST-042,PROD-015,2023-01-12 21:00:00,7,0.05,1805.81,Customer_42,North,2020-10-18,Furniture,271.55
10287,CUST-046,PROD-013,2023-01-12 22:00:00,5,0.2,1027.76,Customer_46,North,2020-11-15,Clothing,256.94
10288,CUST-075,PROD-020,2023-01-12 23:00:00,1,0.1,123.64,Customer_75,North,2021-06-06,Electronics,137.38
10289,CUST-067,PROD-008,2023-01-13 00:00:00,4,0.1,677.88,Customer_67,Midwest,2021-04-11,Electronics,188.3
10290,CUST-080,PROD-010,2023-01-13 01:00:00,2,0.0,116.42,Customer_80,North,2021-07-11,Clothing,58.21
10291,CUST-063,PROD-004,2023-01-13 02:00:00,1,0.0,335.53,Customer_63,West,2021-03-14,Office,335.53
10292,CUST-026,PROD-016,2023-01-13 03:00:00,7,0.1,,Customer_26,West,2020-06-28,Furniture,427.81
10293,CUST-074,PROD-001,2023-01-13 04:00:00,5,0.2,673.08,Customer_74,South,2021-05-30,Clothing,168.27
10294,CUST-084,PROD-015,2023-01-13 05:00:00,-3,0.05,-773.92,Customer_84,East,2021-08-08,Furniture,271.55
10295,CUST-095,PROD-003,2023-01-13 06:00:00,6,0.05,908.35,Customer_95,Midwest,2021-10-24,Office,159.36
10296,CUST-026,PROD-011,2023-01-13 07:00:00,6,0.05,1594.92,Customer_26,West,2020-06-28,Clothing,279.81
10297,CUST-084,PROD-001,2023-01-13 08:00:00,2,0.2,269.23,Customer_84,East,2021-08-08,Clothing,168.27
10298,CUST-071,PROD-014,2023-01-13 09:00:00,2,0.0,379.38,Customer_71,Midwest,2021-05-09,Office,189.69
10299,CUST-045,PROD-020,2023-01-13 10:00:00,1,0.05,130.51,Customer_45,East,2020-11-08,Electronics,137.38
10300,CUST-031,PROD-016,2023-01-13 11:00:00,6,0.2,2053.49,Customer_31,East,2020-08-02,Furniture,427.81
10301,CUST-074,PROD-010,2023-01-13 12:00:00,8,0.2,372.54,Customer_74,South,2021-05-30,Clothing,58.21
10302,CUST-015,PROD-001,2023-01-13 13:00:00,8,0.2,1076.93,Customer_15,East,2020-04-12,Clothing,168.27
10303,CUST-011,PROD-012,2023-01-13 14:00:00,1,0.2,375.85,Customer_11,West,2020-03-15,Furniture,469.81
10304,CUST-063,PROD-011,2023-01-13 15:00:00,4,0.0,1119.24,Customer_63,West,2021-03-14,Clothing,279.81
10305,CUST-034,PROD-015,2023-01-13 16:00:00,1,0.0,271.55,Customer_34,South,2020-08-23,Furniture,271.55
10306,CUST-083,PROD-020,2023-01-13 17:00:00,5,0.05,652.55,Customer_83,East,2021-08-01,Electronics,137.38
10307,CUST-087,PROD-015,2023-01-13 18:00:00,9,0.1,2199.56,Customer_87,North,2021-08-29,Furniture,271.55
10308,CUST-012,PROD-017,2023-01-13 19:00:00,4,0.2,83.97,Customer_12,East,2020-03-22,Electronics,26.24
10309,CUST-016,PROD-019,2023-01-13 20:00:00,6,0.2,,Customer_16,South,2020-04-19,Electronics,193.67
10310,CUST-084,PROD-015,2023-01-13 21:00:00,2,0.05,515.95,Customer_84,East,2021-08-08,Furniture,271.55
10311,CUST-003,PROD-010,2023-01-13 22:00:00,8,0.2,372.54,Customer_3,East,2020-01-19,Clothing,58.21
10312,CUST-098,PROD-019,2023-01-13 23:00:00,2,0.2,309.87,Customer_98,Midwest,2021-11-14,Electronics,193.67
10313,CUST-057,PROD-007,2023-01-14 00:00:00,5,0.2,,Customer_57,Midwest,2021-01-31,Furniture,140.49
10314,CUST-054,PROD-004,2023-01-14 01:00:00,4,0.0,1342.12,Customer_54,North,2021-01-10,Office,335.53
10315,CUST-062,PROD-012,2023-01-14 02:00:00,3,0.1,1268.49,Customer_62,Midwest,2021-03-07,Furniture,469.81
10316,CUST-074,PROD-006,2023-01-14 03:00:00,4,0.1,412.78,Customer_74,South,2021-05-30,Electronics,114.66
10317,CUST-010,PROD-019,2023-01-14 04:00:00,9,0.0,1743.03,Customer_10,East,2020-03-08,Electronics,193.67
10318,CUST-031,PROD-014,2023-01-14 05:00:00,2,0.0,379.38,Customer_31,East,2020-08-02,Office,189.69
10319,CUST-025,PROD-004,2023-01-14 06:00:00,3,0.05,956.26,Customer_25,East,2020-06-21,Office,335.53
10320,CUST-060,PROD-007,2023-01-14 07:00:00,9,0.1,1137.97,Customer_60,South,2021-02-21,Furniture,140.49
10321,CUST-019,PROD-007,2023-01-14 08:00:00,7,0.1,885.09,Customer_19,South,2020-05-10,Furniture,140.49
10322,CUST-087,PROD-011,2023-01-14 09:00:00,9,0.05,2392.38,Customer_87,North,2021-08-29,Clothing,279.81
10323,CUST-100,PROD-018,2023-01-14 10:00:00,3,0.0,1171.14,Customer_100,East,2021-11-28,Furniture,390.38
10324,CUST-093,PROD-017,2023-01-14 11:00:00,6,0.0,157.44,Customer_93,North,2021-10-10,Electronics,26.24
10325,CUST-055,PROD-009,2023-01-14 12:00:00,6,0.1,1799.12,Customer_55,West,2021-01-17,Furniture,333.17
10326,CUST-057,PROD-013,2023-01-14 13:00:00,9,0.0,,Customer_57,Midwest,2021-01-31,Clothing,256.94
10327,CUST-030,PROD-018,2023-01-14 14:00:00,1,0.2,312.3,Customer_30,West,2020-07-26,Furniture,390.38
10328,CUST-021,PROD-014,2023-01-14 15:00:00,7,0.1,1195.05,Customer_21,West,2020-05-24,Office,189.69
10329,CUST-083,PROD-017,2023-01-14 16:00:00,5,0.1,118.08,Customer_83,East,2021-08-01,Electronics,26.24
10330,CUST-047,PROD-005,2023-01-14 17:00:00,4,0.0,997.92,Customer_47,North,2020-11-22,Clothing,249.48
10331,CUST-056,PROD-001,2023-01-14 18:00:00,2,0.1,302.89,Customer_56,East,2021-01-24,Clothing,168.27
10332,CUST-056,PROD-002,2023-01-14 19:00:00,5,0.05,1874.92,Customer_56,East,2021-01-24,Clothing,394.72
10333,CUST-096,PROD-020,2023-01-14 20:00:00,8,0.2,879.23,Customer_96,West,2021-10-31,Electronics,137.38
10334,CUST-056,PROD-013,2023-01-14 21:00:00,8,0.05,1952.74,Customer_56,East,2021-01-24,Clothing,256.94
10335,CUST-077,PROD-007,2023-01-14 22:00:00,6,0.0,842.94,Customer_77,East,2021-06-20,Furniture,140.49
10336,CUST-010,PROD-007,2023-01-14 23:00:00,9,0.0,1264.41,Customer_10,East,2020-03-08,Furniture,140.49
10337,CUST-078,PROD-018,2023-01-15 00:00:00,5,0.1,1756.71,Customer_78,North,2021-06-27,Furniture,390.38
10338,CUST-069,PROD-020,2023-01-15 01:00:00,9,0.05,1174.6,Customer_69,South,2021-04-25,Electronics,137.38
10339,CUST-058,PROD-019,2023-01-15 02:00:00,7,0.1,1220.12,Customer_58,East,2021-02-07,Electronics,193.67
10340,CUST-072,PROD-003,2023-01-15 03:00:00,9,0.05,1362.53,Customer_72,South,2021-05-16,Office,159.36
10341,CUST-075,PROD-012,2023-01-15 04:00:00,2,0.0,939.62,Customer_75,North,2021-06-06,Furniture,469.81
10342,CUST-064,PROD-013,2023-01-15 05:00:00,4,0.05,976.37,Customer_64,North,2021-03-21,Clothing,256.94
10343,CUST-089,PROD-020,2023-01-15 06:00:00,2,0.1,,Customer_89,Midwest,2021-09-12,Electronics,137.38
10344,CUST-096,PROD-010,2023-01-15 07:00:00,7,0.1,366.72,Customer_96,West,2021-10-31,Clothing,58.21
10345,CUST-092,PROD-003,2023-01-15 08:00:00,1,0.05,151.39,Customer_92,West,2021-10-03,Office,159.36
10346,CUST-100,PROD-017,2033-01-12 09:00:00,6,0.05,149.57,Customer_100,East,2021-11-28,Electronics,26.24
10347,CUST-033,PROD-012,2023-01-15 10:00:00,4,0.0,1879.24,Customer_33,South,2020-08-16,Furniture,469.81
10348,CUST-022,PROD-018,2023-01-15 11:00:00,7,0.1,2459.39,Customer_22,North,2020-05-31,Furniture,390.38
10349,CUST-066,PROD-010,2023-01-15 12:00:00,1,0.2,46.57,Customer_66,East,2021-04-04,Clothing,58.21
10350,CUST-010,PROD-019,2023-01-15 13:00:00,1,0.0,193.67,Customer_10,East,2020-03-08,Electronics,193.67
10351,CUST-013,PROD-011,2023-01-15 14:00:00,1,0.2,223.85,Customer_13,South,2020-03-29,Clothing,279.81
10352,CUST-012,PROD-002,2023-01-15 15:00:00,8,0.2,2526.21,Customer_12,East,2020-03-22,Clothing,394.72
10353,CUST-019,PROD-005,2023-01-15 16:00:00,4,0.2,798.34,Customer_19,South,2020-05-10,Clothing,249.48
10354,CUST-075,PROD-005,2023-01-15 17:00:00,4,0.0,997.92,Customer_75,North,2021-06-06,Clothing,249.48
10355,CUST-009,PROD-020,2023-01-15 18:00:00,3,0.05,391.53,Customer_9,West,2020-03-01,Electronics,137.38
10356,CUST-049,PROD-008,2023-01-15 19:00:00,4,0.05,715.54,Customer_49,West,2020-12-06,Electronics,188.3
10357,CUST-028,PROD-017,2023-01-15 20:00:00,6,0.05,149.57,Customer_28,East,2020-07-12,Electronics,26.24
10358,CUST-098,PROD-016,2023-01-15 21:00:00,1,0.1,385.03,Customer_98,Midwest,2021-11-14,Furniture,427.81
10359,CUST-011,PROD-017,2023-01-15 22:00:00,6,0.0,157.44,Customer_11,West,2020-03-15,Electronics,26.24
10360,CUST-067,PROD-020,2023-01-15 23:00:00,4,0.2,439.62,Customer_67,Midwest,2021-04-11,Electronics,137.38
10361,CUST-054,PROD-010,2023-01-16 00:00:00,7,0.05,387.1,Customer_54,North,2021-01-10,Clothing,58.21
10362,CUST-096,PROD-006,2023-01-16 01:00:00,7,0.0,802.62,Customer_96,West,2021-10-31,Electronics,114.66
10363,CUST-051,PROD-011,2023-01-16 02:00:00,8,0.2,1790.78,Customer_51,Midwest,2020-12-20,Clothing,279.81
10364,CUST-053,PROD-003,2023-01-16 03:00:00,1,0.05,151.39,Customer_53,North,2021-01-03,Office,159.36
10365,CUST-043,PROD-004,2023-01-16 04:00:00,4,0.1,1207.91,Customer_43,Midwest,2020-10-25,Office,335.53
10366,CUST-027,PROD-017,2023-01-16 05:00:00,4,0.0,104.96,Customer_27,South,2020-07-05,Electronics,26.24
10367,CUST-050,PROD-015,2023-01-16 06:00:00,6,0.1,1466.37,Customer_50,East,2020-12-13,Furniture,271.55
10368,CUST-061,PROD-019,2023-01-16 07:00:00,4,0.1,697.21,Customer_61,East,2021-02-28,Electronics,193.67
10369,CUST-069,PROD-013,2023-01-16 08:00:00,7,0.05,1708.65,Customer_69,South,2021-04-25,Clothing,256.94
10370,CUST-008,PROD-016,2023-01-16 09:00:00,6,0.2,,Customer_8,South,2020-02-23,Furniture,427.81
10371,CUST-072,PROD-007,2023-01-16 10:00:00,3,0.1,379.32,Customer_72,South,2021-05-16,Furniture,140.49
10372,CUST-039,PROD-012,2023-01-16 11:00:00,7,0.1,2959.8,Customer_39,South,2020-09-27,Furniture,469.81
10373,CUST-074,PROD-006,2023-01-16 12:00:00,7,0.05,762.49,Customer_74,South,2021-05-30,Electronics,114.66
10374,CUST-052,PROD-010,2023-01-16 13:00:00,9,0.05,497.7,Customer_52,North,2020-12-27,Clothing,58.21
10375,CUST-091,PROD-006,2023-01-16 14:00:00,1,0.1,103.19,Customer_91,Midwest,2021-09-26,Electronics,114.66
10376,CUST-070,PROD-005,2023-01-16 15:00:00,4,0.2,798.34,Customer_70,East,2021-05-02,Clothing,249.48
10377,CUST-017,PROD-012,2023-01-16 16:00:00,7,0.1,2959.8,Customer_17,East,2020-04-26,Furniture,469.81
10378,CUST-097,PROD-014,2023-01-16 17:00:00,3,0.2,455.26,Customer_97,North,2021-11-07,Office,189.69
10379,CUST-047,PROD-004,2023-01-16 18:00:00,5,0.05,1593.77,Customer_47,North,2020-11-22,Office,335.53
10380,CUST-060,PROD-008,2023-01-16 19:00:00,-3,0.05,-536.66,Customer_60,South,2021-02-21,Electronics,188.3
10381,CUST-083,PROD-010,2023-01-16 20:00:00,2,0.1,104.78,Customer_83,East,2021-08-01,Clothing,58.21
10382,CUST-025,PROD-013,2023-01-16 21:00:00,-7,0.1,-1618.72,Customer_25,East,2020-06-21,Clothing,256.94
10383,CUST-077,PROD-006,2023-01-16 22:00:00,6,0.05,,Customer_77,East,2021-06-20,Electronics,114.66
10384,CUST-071,PROD-005,2023-01-16 23:00:00,9,0.1,,Customer_71,Midwest,2021-05-09,Clothing,249.48
10385,CUST-999,PROD-008,2023-01-17 00:00:00,8,0.2,1205.12,,,,Electronics,188.3
10386,CUST-072,PROD-018,2023-01-17 01:00:00,8,0.0,3123.04,Customer_72,South,2021-05-16,Furniture,390.38
10387,CUST-078,PROD-009,2023-01-17 02:00:00,8,0.05,2532.09,Customer_78,North,2021-06-27,Furniture,333.17
10388,CUST-069,PROD-014,2023-01-17 03:00:00,2,0.2,303.5,Customer_69,South,2021-04-25,Office,189.69
10389,CUST-015,PROD-010,2023-01-17 04:00:00,8,0.1,419.11,Customer_15,East,2020-04-12,Clothing,58.21
10390,CUST-088,PROD-013,2023-01-17 05:00:00,7,0.1,1618.72,Customer_88,Midwest,2021-09-05,Clothing,256.94
10391,CUST-084,PROD-011,2023-01-17 06:00:00,7,0.2,,Customer_84,East,2021-08-08,Clothing,279.81
10392,CUST-026,PROD-018,2023-01-17 07:00:00,1,0.1,351.34,Customer_26,West,2020-06-28,Furniture,390.38
10393,CUST-034,PROD-019,2023-01-17 08:00:00,9,0.2,1394.42,Customer_34,South,2020-08-23,Electronics,193.67
10394,CUST-010,PROD-006,2023-01-17 09:00:00,3,0.2,275.18,Customer_10,East,2020-03-08,Electronics,114.66
10395,CUST-059,PROD-003,2023-01-17 10:00:00,7,0.0,1115.52,Customer_59,South,2021-02-14,Office,159.36
10396,CUST-002,PROD-020,2023-01-17 11:00:00,9,0.2,,Customer_2,South,2020-01-12,Electronics,137.38
10397,CUST-062,PROD-014,2023-01-17 12:00:00,4,0.1,,Customer_62,Midwest,2021-03-07,Office,189.69
10398,CUST-999,PROD-009,2023-01-17 13:00:00,3,0.1,899.56,,,,Furniture,333.17
10399,CUST-023,PROD-019,2023-01-17 14:00:00,6,0.1,1045.82,Customer_23,South,2020-06-07,Electronics,193.67
10400,CUST-034,PROD-011,2023-01-17 15:00:00,6,0.05,1594.92,Customer_34,South,2020-08-23,Clothing,279.81
10401,CUST-002,PROD-019,2023-01-17 15:00:00,6,0.1,1045.82,Customer_2,South,2020-01-12,Electronics,193.67
10402,CUST-071,PROD-020,2023-01-17 17:00:00,5,0.0,686.9,Customer_71,Midwest,2021-05-09,Electronics,137.38
10403,CUST-083,PROD-005,2023-01-17 18:00:00,9,0.2,1796.26,Customer_83,East,2021-08-01,Clothing,249.48
10404,CUST-008,PROD-011,2023-01-17 19:00:00,8,0.05,2126.56,Customer_8,South,2020-02-23,Clothing,279.81
10405,CUST-068,PROD-015,2023-01-17 20:00:00,1,0.0,271.55,Customer_68,North,2021-04-18,Furniture,271.55
10406,CUST-044,PROD-011,2023-01-17 21:00:00,1,0.05,,Customer_44,South,2020-11-01,Clothing,279.81
10407,CUST-078,PROD-018,2023-01-17 22:00:00,3,0.1,,Customer_78,North,2021-06-27,Furniture,390.38
10408,CUST-018,PROD-019,2023-01-17 23:00:00,2,0.05,367.97,Customer_18,South,2020-05-03,Electronics,193.67
10409,CUST-100,PROD-015,2023-01-18 00:00:00,8,0.1,1955.16,Customer_100,East,2021-11-28,Furniture,271.55
10410,CUST-090,PROD-019,2023-01-18 01:00:00,-4,0.2,-619.74,Customer_90,Midwest,2021-09-19,Electronics,193.67
10411,CUST-019,PROD-016,2023-01-18 02:00:00,3,0.1,1155.09,Customer_19,South,2020-05-10,Furniture,427.81
10412,CUST-004,PROD-011,2023-01-18 03:00:00,4,0.0,1119.24,Customer_4,South,2020-01-26,Clothing,279.81
10413,CUST-045,PROD-008,2023-01-18 04:00:00,9,0.0,1694.7,Customer_45,East,2020-11-08,Electronics,188.3
10414,CUST-999,PROD-004,2023-01-18 05:00:00,4,0.0,1342.12,,,,Office,335.53
10415,CUST-045,PROD-003,2023-01-18 06:00:00,4,0.2,509.95,Customer_45,East,2020-11-08,Office,159.36
10416,CUST-044,PROD-011,2023-01-18 07:00:00,6,0.0,1678.86,Customer_44,South,2020-11-01,Clothing,279.81
10417,CUST-001,PROD-010,2023-01-18 08:00:00,9,0.0,523.89,Customer_1,East,2020-01-05,Clothing,58.21
10418,CUST-043,PROD-017,2023-01-18 09:00:00,6,0.0,157.44,Customer_43,Midwest,2020-10-25,Electronics,26.24
10419,CUST-068,PROD-020,2023-01-18 10:00:00,2,0.1,247.28,Customer_68,North,2021-04-18,Electronics,137.38
10420,CUST-098,PROD-001,2023-01-18 11:00:00,9,0.1,1362.99,Customer_98,Midwest,2021-11-14,Clothing,168.27
10421,CUST-006,PROD-014,2023-01-18 12:00:00,3,0.05,540.62,Customer_6,West,2020-02-09,Office,189.69
10422,CUST-026,PROD-005,2023-01-18 13:00:00,7,0.0,1746.36,Customer_26,West,2020-06-28,Clothing,249.48
10423,CUST-064,PROD-003,2023-01-18 14:00:00,3,0.05,454.18,Customer_64,North,2021-03-21,Office,159.36
10424,CUST-072,PROD-002,2023-01-18 15:00:00,3,0.05,,Customer_72,South,2021-05-16,Clothing,394.72
10425,CUST-009,PROD-006,2023-01-18 16:00:00,8,0.0,917.28,Customer_9,West,2020-03-01,Electronics,114.66
10426,CUST-053,PROD-009,2023-01-18 17:00:00,1000,0.0,333170.0,Customer_53,North,2021-01-03,Furniture,333.17
10427,CUST-015,PROD-008,2023-01-18 18:00:00,3,0.05,536.66,Customer_15,East,2020-04-12,Electronics,188.3
10428,CUST-086,PROD-015,2023-01-18 19:00:00,8,0.2,1737.92,Customer_86,Midwest,2021-08-22,Furniture,271.55
10429,CUST-016,PROD-005,2023-01-18 20:00:00,6,0.05,1422.04,Customer_16,South,2020-04-19,Clothing,249.48
10430,CUST-009,PROD-011,2023-01-18 21:00:00,9,0.1,2266.46,Customer_9,West,2020-03-01,Clothing,279.81
10431,CUST-036,PROD-006,2023-01-18 22:00:00,5,0.0,573.3,Customer_36,West,2020-09-06,Electronics,114.66
10432,CUST-021,PROD-006,2023-01-18 23:00:00,9,0.1,928.75,Customer_21,West,2020-05-24,Electronics,114.66
10433,CUST-026,PROD-002,2023-01-19 00:00:00,1,0.05,374.98,Customer_26,West,2020-06-28,Clothing,394.72
10434,CUST-044,PROD-006,2023-01-19 01:00:00,6,0.2,,Customer_44,South,2020-11-01,Electronics,114.66
10435,CUST-037,PROD-002,2023-01-19 02:00:00,8,0.2,2526.21,Customer_37,East,2020-09-13,Clothing,394.72
10436,CUST-086,PROD-001,2023-01-19 03:00:00,5,0.2,673.08,Customer_86,Midwest,2021-08-22,Clothing,168.27
10437,CUST-080,PROD-008,2023-01-19 04:00:00,8,0.1,1355.76,Customer_80,North,2021-07-11,Electronics,188.3
10438,CUST-049,PROD-020,2023-01-19 05:00:00,0,0.0,,Customer_49,West,2020-12-06,Electronics,137.38
10439,CUST-003,PROD-015,2023-01-19 06:00:00,1,0.1,244.4,Customer_3,East,2020-01-19,Furniture,271.55
10440,CUST-078,PROD-015,2023-01-19 06:00:00,1,0.0,,Customer_78,North,2021-06-27,Furniture,271.55
10441,CUST-006,PROD-009,2023-01-19 08:00:00,4,0.2,1066.14,Customer_6,West,2020-02-09,Furniture,333.17
10442,CUST-085,PROD-012,2023-01-19 09:00:00,3,0.2,1127.54,Customer_85,West,2021-08-15,Furniture,469.81
10443,CUST-048,PROD-015,2023-01-19 10:00:00,7,0.0,1900.85,Customer_48,Midwest,2020-11-29,Furniture,271.55
10444,CUST-049,PROD-006,2023-01-19 11:00:00,4,0.0,458.64,Customer_49,West,2020-12-06,Electronics,114.66
10445,CUST-098,PROD-011,2023-01-19 11:00:00,1,0.05,265.82,Customer_98,Midwest,2021-11-14,Clothing,279.81
10446,CUST-020,PROD-016,2023-01-19 13:00:00,3,0.2,1026.74,Customer_20,Midwest,2020-05-17,Furniture,427.81
